cidade;cod_cidade;estado;cod_esatado;populacao;renda_domiciliar_per_capita;regiao
Alta Floresta D'Oeste;1100015;RO;11;22853;1717;Norte
Ariquemes;1100023;RO;11;108573;1717;Norte
Cabixi;1100031;RO;11;5690;1717;Norte
Cacoal;1100049;RO;11;97637;1717;Norte
Cerejeiras;1100056;RO;11;16975;1717;Norte
Colorado do Oeste;1100064;RO;11;16588;1717;Norte
Corumbiara;1100072;RO;11;8001;1717;Norte
Costa Marques;1100080;RO;11;13522;1717;Norte
Espigão D'Oeste;1100098;RO;11;32717;1717;Norte
Guajará-Mirim;1100106;RO;11;43553;1717;Norte
Jaru;1100114;RO;11;55583;1717;Norte
Ji-Paraná;1100122;RO;11;139359;1717;Norte
Machadinho D'Oeste;1100130;RO;11;34063;1717;Norte
Nova Brasilândia D'Oeste;1100148;RO;11;16504;1717;Norte
Ouro Preto do Oeste;1100155;RO;11;38681;1717;Norte
Pimenta Bueno;1100189;RO;11;39053;1717;Norte
Porto Velho;1100205;RO;11;514873;1717;Norte
Presidente Médici;1100254;RO;11;20518;1717;Norte
Rio Crespo;1100262;RO;11;3753;1717;Norte
Rolim de Moura;1100288;RO;11;62559;1717;Norte
Santa Luzia D'Oeste;1100296;RO;11;7877;1717;Norte
Vilhena;1100304;RO;11;108528;1717;Norte
São Miguel do Guaporé;1100320;RO;11;22267;1717;Norte
Nova Mamoré;1100338;RO;11;28496;1717;Norte
Alvorada D'Oeste;1100346;RO;11;13837;1717;Norte
Alto Alegre dos Parecis;1100379;RO;11;12263;1717;Norte
Alto Paraíso;1100403;RO;11;17463;1717;Norte
Buritis;1100452;RO;11;30729;1717;Norte
Novo Horizonte do Oeste;1100502;RO;11;8056;1717;Norte
Cacaulândia;1100601;RO;11;4345;1717;Norte
Campo Novo de Rondônia;1100700;RO;11;9225;1717;Norte
Candeias do Jamari;1100809;RO;11;24163;1717;Norte
Castanheiras;1100908;RO;11;3456;1717;Norte
Chupinguaia;1100924;RO;11;10129;1717;Norte
Cujubim;1100940;RO;11;15883;1717;Norte
Governador Jorge Teixeira;1101005;RO;11;8420;1717;Norte
Itapuã do Oeste;1101104;RO;11;9209;1717;Norte
Ministro Andreazza;1101203;RO;11;6657;1717;Norte
Mirante da Serra;1101302;RO;11;9740;1717;Norte
Monte Negro;1101401;RO;11;12241;1717;Norte
Nova União;1101435;RO;11;6577;1717;Norte
Parecis;1101450;RO;11;4390;1717;Norte
Pimenteiras do Oeste;1101468;RO;11;2311;1717;Norte
Primavera de Rondônia;1101476;RO;11;3279;1717;Norte
São Felipe D'Oeste;1101484;RO;11;5605;1717;Norte
São Francisco do Guaporé;1101492;RO;11;17511;1717;Norte
Seringueiras;1101500;RO;11;12954;1717;Norte
Teixeirópolis;1101559;RO;11;4536;1717;Norte
Theobroma;1101609;RO;11;8540;1717;Norte
Urupá;1101708;RO;11;11377;1717;Norte
Vale do Anari;1101757;RO;11;8265;1717;Norte
Vale do Paraíso;1101807;RO;11;6843;1717;Norte
Acrelândia;1200013;AC;12;14657;1271;Norte
Assis Brasil;1200054;AC;12;8573;1271;Norte
Brasiléia;1200104;AC;12;27841;1271;Norte
Bujari;1200138;AC;12;13766;1271;Norte
Capixaba;1200179;AC;12;10922;1271;Norte
Cruzeiro do Sul;1200203;AC;12;98382;1271;Norte
Epitaciolândia;1200252;AC;12;19739;1271;Norte
Feijó;1200302;AC;12;37644;1271;Norte
Jordão;1200328;AC;12;9787;1271;Norte
Mâncio Lima;1200336;AC;12;20329;1271;Norte
Manoel Urbano;1200344;AC;12;12776;1271;Norte
Marechal Thaumaturgo;1200351;AC;12;17951;1271;Norte
Plácido de Castro;1200385;AC;12;17127;1271;Norte
Porto Walter;1200393;AC;12;11275;1271;Norte
Rio Branco;1200401;AC;12;387852;1271;Norte
Rodrigues Alves;1200427;AC;12;15537;1271;Norte
Santa Rosa do Purus;1200435;AC;12;7143;1271;Norte
Senador Guiomard;1200450;AC;12;22352;1271;Norte
Sena Madureira;1200500;AC;12;43916;1271;Norte
Tarauacá;1200609;AC;12;46517;1271;Norte
Xapuri;1200708;AC;12;19090;1271;Norte
Porto Acre;1200807;AC;12;17455;1271;Norte
Alvarães;1300029;AM;13;16670;1238;Norte
Amaturá;1300060;AM;13;11411;1238;Norte
Anamã;1300086;AM;13;10318;1238;Norte
Anori;1300102;AM;13;17932;1238;Norte
Apuí;1300144;AM;13;21735;1238;Norte
Atalaia do Norte;1300201;AM;13;15892;1238;Norte
Autazes;1300300;AM;13;45328;1238;Norte
Barcelos;1300409;AM;13;18626;1238;Norte
Barreirinha;1300508;AM;13;33436;1238;Norte
Benjamin Constant;1300607;AM;13;40509;1238;Norte
Beruri;1300631;AM;13;22136;1238;Norte
Boa Vista do Ramos;1300680;AM;13;25769;1238;Norte
Boca do Acre;1300706;AM;13;38246;1238;Norte
Borba;1300805;AM;13;34879;1238;Norte
Caapiranga;1300839;AM;13;14310;1238;Norte
Canutama;1300904;AM;13;17885;1238;Norte
Carauari;1301001;AM;13;30892;1238;Norte
Careiro;1301100;AM;13;32442;1238;Norte
Careiro da Várzea;1301159;AM;13;19809;1238;Norte
Coari;1301209;AM;13;73820;1238;Norte
Codajás;1301308;AM;13;24451;1238;Norte
Eirunepé;1301407;AM;13;35534;1238;Norte
Envira;1301506;AM;13;17920;1238;Norte
Fonte Boa;1301605;AM;13;27875;1238;Norte
Guajará;1301654;AM;13;14332;1238;Norte
Humaitá;1301704;AM;13;62312;1238;Norte
Ipixuna;1301803;AM;13;25458;1238;Norte
Iranduba;1301852;AM;13;67114;1238;Norte
Itacoatiara;1301902;AM;13;112520;1238;Norte
Itamarati;1301951;AM;13;11730;1238;Norte
Itapiranga;1302009;AM;13;10805;1238;Norte
Japurá;1302108;AM;13;9397;1238;Norte
Juruá;1302207;AM;13;11152;1238;Norte
Jutaí;1302306;AM;13;27656;1238;Norte
Lábrea;1302405;AM;13;48927;1238;Norte
Manacapuru;1302504;AM;13;110691;1238;Norte
Manaquiri;1302553;AM;13;17009;1238;Norte
Manaus;1302603;AM;13;2279686;1238;Norte
Manicoré;1302702;AM;13;57758;1238;Norte
Maraã;1302801;AM;13;15843;1238;Norte
Maués;1302900;AM;13;65714;1238;Norte
Nhamundá;1303007;AM;13;21106;1238;Norte
Nova Olinda do Norte;1303106;AM;13;28267;1238;Norte
Novo Airão;1303205;AM;13;16467;1238;Norte
Novo Aripuanã;1303304;AM;13;24987;1238;Norte
Parintins;1303403;AM;13;101956;1238;Norte
Pauini;1303502;AM;13;20232;1238;Norte
Presidente Figueiredo;1303536;AM;13;33004;1238;Norte
Rio Preto da Eva;1303569;AM;13;25723;1238;Norte
Santa Isabel do Rio Negro;1303601;AM;13;14176;1238;Norte
Santo Antônio do Içá;1303700;AM;13;30448;1238;Norte
São Gabriel da Cachoeira;1303809;AM;13;56406;1238;Norte
São Paulo de Olivença;1303908;AM;13;35196;1238;Norte
São Sebastião do Uatumã;1303957;AM;13;12247;1238;Norte
Silves;1304005;AM;13;12404;1238;Norte
Tabatinga;1304062;AM;13;72283;1238;Norte
Tapauá;1304104;AM;13;20501;1238;Norte
Tefé;1304203;AM;13;79278;1238;Norte
Tonantins;1304237;AM;13;20224;1238;Norte
Uarini;1304260;AM;13;15278;1238;Norte
Urucará;1304302;AM;13;19505;1238;Norte
Urucurituba;1304401;AM;13;25592;1238;Norte
Amajari;1400027;RR;14;15583;1538;Norte
Alto Alegre;1400050;RR;14;23049;1538;Norte
Boa Vista;1400100;RR;14;470169;1538;Norte
Bonfim;1400159;RR;14;15222;1538;Norte
Cantá;1400175;RR;14;20552;1538;Norte
Caracaraí;1400209;RR;14;22443;1538;Norte
Caroebe;1400233;RR;14;11708;1538;Norte
Iracema;1400282;RR;14;10778;1538;Norte
Mucajaí;1400308;RR;14;19619;1538;Norte
Normandia;1400407;RR;14;15744;1538;Norte
Pacaraima;1400456;RR;14;22104;1538;Norte
Rorainópolis;1400472;RR;14;36747;1538;Norte
São João da Baliza;1400506;RR;14;9727;1538;Norte
São Luiz;1400605;RR;14;7777;1538;Norte
Uiramutã;1400704;RR;14;15571;1538;Norte
Abaetetuba;1500107;PA;15;170999;1344;Norte
Abel Figueiredo;1500131;PA;15;6302;1344;Norte
Acará;1500206;PA;15;62701;1344;Norte
Afuá;1500305;PA;15;40246;1344;Norte
Água Azul do Norte;1500347;PA;15;17960;1344;Norte
Alenquer;1500404;PA;15;74836;1344;Norte
Almeirim;1500503;PA;15;36334;1344;Norte
Altamira;1500602;PA;15;136982;1344;Norte
Anajás;1500701;PA;15;30003;1344;Norte
Ananindeua;1500800;PA;15;507838;1344;Norte
Anapu;1500859;PA;15;34947;1344;Norte
Augusto Corrêa;1500909;PA;15;47596;1344;Norte
Aurora do Pará;1500958;PA;15;24321;1344;Norte
Aveiro;1501006;PA;15;19223;1344;Norte
Bagre;1501105;PA;15;34633;1344;Norte
Baião;1501204;PA;15;55949;1344;Norte
Bannach;1501253;PA;15;4252;1344;Norte
Barcarena;1501303;PA;15;137331;1344;Norte
Belém;1501402;PA;15;1398531;1344;Norte
Belterra;1501451;PA;15;18954;1344;Norte
Benevides;1501501;PA;15;68191;1344;Norte
Bom Jesus do Tocantins;1501576;PA;15;18958;1344;Norte
Bonito;1501600;PA;15;12998;1344;Norte
Bragança;1501709;PA;15;131679;1344;Norte
Brasil Novo;1501725;PA;15;26606;1344;Norte
Brejo Grande do Araguaia;1501758;PA;15;6985;1344;Norte
Breu Branco;1501782;PA;15;47351;1344;Norte
Breves;1501808;PA;15;115051;1344;Norte
Bujaru;1501907;PA;15;25112;1344;Norte
Cachoeira do Piriá;1501956;PA;15;19578;1344;Norte
Cachoeira do Arari;1502004;PA;15;25243;1344;Norte
Cametá;1502103;PA;15;143837;1344;Norte
Canaã dos Carajás;1502152;PA;15;86629;1344;Norte
Capanema;1502202;PA;15;74808;1344;Norte
Capitão Poço;1502301;PA;15;59960;1344;Norte
Castanhal;1502400;PA;15;207603;1344;Norte
Chaves;1502509;PA;15;21487;1344;Norte
Colares;1502608;PA;15;13526;1344;Norte
Conceição do Araguaia;1502707;PA;15;47099;1344;Norte
Concórdia do Pará;1502756;PA;15;28287;1344;Norte
Cumaru do Norte;1502764;PA;15;14937;1344;Norte
Curionópolis;1502772;PA;15;20859;1344;Norte
Curralinho;1502806;PA;15;36451;1344;Norte
Curuá;1502855;PA;15;14834;1344;Norte
Curuçá;1502905;PA;15;44413;1344;Norte
Dom Eliseu;1502939;PA;15;62322;1344;Norte
Eldorado do Carajás;1502954;PA;15;29425;1344;Norte
Faro;1503002;PA;15;9125;1344;Norte
Floresta do Araguaia;1503044;PA;15;18565;1344;Norte
Garrafão do Norte;1503077;PA;15;25552;1344;Norte
Goianésia do Pará;1503093;PA;15;27059;1344;Norte
Gurupá;1503101;PA;15;33922;1344;Norte
Igarapé-Açu;1503200;PA;15;37855;1344;Norte
Igarapé-Miri;1503309;PA;15;68955;1344;Norte
Inhangapi;1503408;PA;15;10754;1344;Norte
Ipixuna do Pará;1503457;PA;15;30158;1344;Norte
Irituia;1503507;PA;15;32698;1344;Norte
Itaituba;1503606;PA;15;133684;1344;Norte
Itupiranga;1503705;PA;15;52187;1344;Norte
Jacareacanga;1503754;PA;15;26006;1344;Norte
Jacundá;1503804;PA;15;38391;1344;Norte
Juruti;1503903;PA;15;53952;1344;Norte
Limoeiro do Ajuru;1504000;PA;15;31778;1344;Norte
Mãe do Rio;1504059;PA;15;37048;1344;Norte
Magalhães Barata;1504109;PA;15;8428;1344;Norte
Marabá;1504208;PA;15;288513;1344;Norte
Maracanã;1504307;PA;15;27207;1344;Norte
Marapanim;1504406;PA;15;28105;1344;Norte
Marituba;1504422;PA;15;118998;1344;Norte
Medicilândia;1504455;PA;15;28633;1344;Norte
Melgaço;1504505;PA;15;29846;1344;Norte
Mocajuba;1504604;PA;15;28821;1344;Norte
Moju;1504703;PA;15;90795;1344;Norte
Mojuí dos Campos;1504752;PA;15;25312;1344;Norte
Monte Alegre;1504802;PA;15;63641;1344;Norte
Muaná;1504901;PA;15;48955;1344;Norte
Nova Esperança do Piriá;1504950;PA;15;21259;1344;Norte
Nova Ipixuna;1504976;PA;15;14417;1344;Norte
Nova Timboteua;1505007;PA;15;13204;1344;Norte
Novo Progresso;1505031;PA;15;36518;1344;Norte
Novo Repartimento;1505064;PA;15;63754;1344;Norte
Óbidos;1505106;PA;15;55271;1344;Norte
Oeiras do Pará;1505205;PA;15;36377;1344;Norte
Oriximiná;1505304;PA;15;72460;1344;Norte
Ourém;1505403;PA;15;18675;1344;Norte
Ourilândia do Norte;1505437;PA;15;34905;1344;Norte
Pacajá;1505486;PA;15;43594;1344;Norte
Palestina do Pará;1505494;PA;15;7086;1344;Norte
Paragominas;1505502;PA;15;112843;1344;Norte
Parauapebas;1505536;PA;15;298854;1344;Norte
Pau D'Arco;1505551;PA;15;7296;1344;Norte
Peixe-Boi;1505601;PA;15;8651;1344;Norte
Piçarra;1505635;PA;15;13341;1344;Norte
Placas;1505650;PA;15;18772;1344;Norte
Ponta de Pedras;1505700;PA;15;25767;1344;Norte
Portel;1505809;PA;15;66898;1344;Norte
Porto de Moz;1505908;PA;15;43673;1344;Norte
Prainha;1506005;PA;15;38318;1344;Norte
Primavera;1506104;PA;15;11332;1344;Norte
Quatipuru;1506112;PA;15;11870;1344;Norte
Redenção;1506138;PA;15;91947;1344;Norte
Rio Maria;1506161;PA;15;19129;1344;Norte
Rondon do Pará;1506187;PA;15;56593;1344;Norte
Rurópolis;1506195;PA;15;37360;1344;Norte
Salinópolis;1506203;PA;15;48168;1344;Norte
Salvaterra;1506302;PA;15;25441;1344;Norte
Santa Bárbara do Pará;1506351;PA;15;22288;1344;Norte
Santa Cruz do Arari;1506401;PA;15;7654;1344;Norte
Santa Izabel do Pará;1506500;PA;15;78317;1344;Norte
Santa Luzia do Pará;1506559;PA;15;21217;1344;Norte
Santa Maria das Barreiras;1506583;PA;15;17079;1344;Norte
Santa Maria do Pará;1506609;PA;15;25696;1344;Norte
Santana do Araguaia;1506708;PA;15;31683;1344;Norte
Santarém;1506807;PA;15;357311;1344;Norte
Santarém Novo;1506906;PA;15;6348;1344;Norte
Santo Antônio do Tauá;1507003;PA;15;29134;1344;Norte
São Caetano de Odivelas;1507102;PA;15;17248;1344;Norte
São Domingos do Araguaia;1507151;PA;15;21638;1344;Norte
São Domingos do Capim;1507201;PA;15;32449;1344;Norte
São Félix do Xingu;1507300;PA;15;65957;1344;Norte
São Francisco do Pará;1507409;PA;15;15418;1344;Norte
São Geraldo do Araguaia;1507458;PA;15;24978;1344;Norte
São João da Ponta;1507466;PA;15;4509;1344;Norte
São João de Pirabas;1507474;PA;15;21447;1344;Norte
São João do Araguaia;1507508;PA;15;14246;1344;Norte
São Miguel do Guamá;1507607;PA;15;55798;1344;Norte
São Sebastião da Boa Vista;1507706;PA;15;27441;1344;Norte
Sapucaia;1507755;PA;15;6160;1344;Norte
Senador José Porfírio;1507805;PA;15;24441;1344;Norte
Soure;1507904;PA;15;25218;1344;Norte
Tailândia;1507953;PA;15;75526;1344;Norte
Terra Alta;1507961;PA;15;10815;1344;Norte
Terra Santa;1507979;PA;15;19667;1344;Norte
Tomé-Açu;1508001;PA;15;72326;1344;Norte
Tracuateua;1508035;PA;15;30373;1344;Norte
Trairão;1508050;PA;15;15619;1344;Norte
Tucumã;1508084;PA;15;42480;1344;Norte
Tucuruí;1508100;PA;15;96238;1344;Norte
Ulianópolis;1508126;PA;15;39576;1344;Norte
Uruará;1508159;PA;15;45939;1344;Norte
Vigia;1508209;PA;15;53806;1344;Norte
Viseu;1508308;PA;15;61970;1344;Norte
Vitória do Xingu;1508357;PA;15;16414;1344;Norte
Xinguara;1508407;PA;15;56999;1344;Norte
Serra do Navio;1600055;AP;16;4986;1514;Norte
Amapá;1600105;AP;16;8434;1514;Norte
Pedra Branca do Amapari;1600154;AP;16;13798;1514;Norte
Calçoene;1600204;AP;16;11391;1514;Norte
Cutias;1600212;AP;16;4725;1514;Norte
Ferreira Gomes;1600238;AP;16;7145;1514;Norte
Itaubal;1600253;AP;16;6043;1514;Norte
Laranjal do Jari;1600279;AP;16;37969;1514;Norte
Macapá;1600303;AP;16;487200;1514;Norte
Mazagão;1600402;AP;16;23575;1514;Norte
Oiapoque;1600501;AP;16;30481;1514;Norte
Porto Grande;1600535;AP;16;18988;1514;Norte
Pracuúba;1600550;AP;16;4042;1514;Norte
Santana;1600600;AP;16;118353;1514;Norte
Tartarugalzinho;1600709;AP;16;13785;1514;Norte
Vitória do Jari;1600808;AP;16;11922;1514;Norte
Abreulândia;1700251;TO;17;2668;1737;Norte
Aguiarnópolis;1700301;TO;17;4537;1737;Norte
Aliança do Tocantins;1700350;TO;17;5222;1737;Norte
Almas;1700400;TO;17;6542;1737;Norte
Alvorada;1700707;TO;17;9094;1737;Norte
Ananás;1701002;TO;17;10662;1737;Norte
Angico;1701051;TO;17;2918;1737;Norte
Aparecida do Rio Negro;1701101;TO;17;5067;1737;Norte
Aragominas;1701309;TO;17;5360;1737;Norte
Araguacema;1701903;TO;17;6039;1737;Norte
Araguaçu;1702000;TO;17;8273;1737;Norte
Araguaína;1702109;TO;17;181493;1737;Norte
Araguanã;1702158;TO;17;4338;1737;Norte
Araguatins;1702208;TO;17;33205;1737;Norte
Arapoema;1702307;TO;17;5553;1737;Norte
Arraias;1702406;TO;17;10522;1737;Norte
Augustinópolis;1702554;TO;17;18128;1737;Norte
Aurora do Tocantins;1702703;TO;17;3420;1737;Norte
Axixá do Tocantins;1702901;TO;17;10663;1737;Norte
Babaçulândia;1703008;TO;17;7779;1737;Norte
Bandeirantes do Tocantins;1703057;TO;17;3534;1737;Norte
Barra do Ouro;1703073;TO;17;4641;1737;Norte
Barrolândia;1703107;TO;17;4915;1737;Norte
Bernardo Sayão;1703206;TO;17;4316;1737;Norte
Bom Jesus do Tocantins;1703305;TO;17;4181;1737;Norte
Brasilândia do Tocantins;1703602;TO;17;2016;1737;Norte
Brejinho de Nazaré;1703701;TO;17;4796;1737;Norte
Buriti do Tocantins;1703800;TO;17;10654;1737;Norte
Cachoeirinha;1703826;TO;17;1991;1737;Norte
Campos Lindos;1703842;TO;17;8951;1737;Norte
Cariri do Tocantins;1703867;TO;17;4147;1737;Norte
Carmolândia;1703883;TO;17;2246;1737;Norte
Carrasco Bonito;1703891;TO;17;3362;1737;Norte
Caseara;1703909;TO;17;5009;1737;Norte
Centenário;1704105;TO;17;2135;1737;Norte
Chapada de Areia;1704600;TO;17;1563;1737;Norte
Chapada da Natividade;1705102;TO;17;3182;1737;Norte
Colinas do Tocantins;1705508;TO;17;35957;1737;Norte
Combinado;1705557;TO;17;4896;1737;Norte
Conceição do Tocantins;1705607;TO;17;3956;1737;Norte
Couto Magalhães;1706001;TO;17;5515;1737;Norte
Cristalândia;1706100;TO;17;6437;1737;Norte
Crixás do Tocantins;1706258;TO;17;1499;1737;Norte
Darcinópolis;1706506;TO;17;6054;1737;Norte
Dianópolis;1707009;TO;17;18031;1737;Norte
Divinópolis do Tocantins;1707108;TO;17;7297;1737;Norte
Dois Irmãos do Tocantins;1707207;TO;17;6395;1737;Norte
Dueré;1707306;TO;17;4321;1737;Norte
Esperantina;1707405;TO;17;7493;1737;Norte
Fátima;1707553;TO;17;3520;1737;Norte
Figueirópolis;1707652;TO;17;5336;1737;Norte
Filadélfia;1707702;TO;17;7823;1737;Norte
Formoso do Araguaia;1708205;TO;17;19428;1737;Norte
Tabocão;1708254;TO;17;3676;1737;Norte
Goianorte;1708304;TO;17;4840;1737;Norte
Goiatins;1709005;TO;17;12816;1737;Norte
Guaraí;1709302;TO;17;25681;1737;Norte
Gurupi;1709500;TO;17;89574;1737;Norte
Ipueiras;1709807;TO;17;1627;1737;Norte
Itacajá;1710508;TO;17;6969;1737;Norte
Itaguatins;1710706;TO;17;5206;1737;Norte
Itapiratins;1710904;TO;17;3679;1737;Norte
Itaporã do Tocantins;1711100;TO;17;2464;1737;Norte
Jaú do Tocantins;1711506;TO;17;3403;1737;Norte
Juarina;1711803;TO;17;2305;1737;Norte
Lagoa da Confusão;1711902;TO;17;16312;1737;Norte
Lagoa do Tocantins;1711951;TO;17;3610;1737;Norte
Lajeado;1712009;TO;17;3520;1737;Norte
Lavandeira;1712157;TO;17;1673;1737;Norte
Lizarda;1712405;TO;17;2991;1737;Norte
Luzinópolis;1712454;TO;17;2803;1737;Norte
Marianópolis do Tocantins;1712504;TO;17;4772;1737;Norte
Mateiros;1712702;TO;17;2888;1737;Norte
Maurilândia do Tocantins;1712801;TO;17;3171;1737;Norte
Miracema do Tocantins;1713205;TO;17;18787;1737;Norte
Miranorte;1713304;TO;17;13056;1737;Norte
Monte do Carmo;1713601;TO;17;5722;1737;Norte
Monte Santo do Tocantins;1713700;TO;17;2500;1737;Norte
Palmeiras do Tocantins;1713809;TO;17;4897;1737;Norte
Muricilândia;1713957;TO;17;3485;1737;Norte
Natividade;1714203;TO;17;8961;1737;Norte
Nazaré;1714302;TO;17;4660;1737;Norte
Nova Olinda;1714880;TO;17;10609;1737;Norte
Nova Rosalândia;1715002;TO;17;3403;1737;Norte
Novo Acordo;1715101;TO;17;4102;1737;Norte
Novo Alegre;1715150;TO;17;1841;1737;Norte
Novo Jardim;1715259;TO;17;2263;1737;Norte
Oliveira de Fátima;1715507;TO;17;1211;1737;Norte
Palmeirante;1715705;TO;17;4909;1737;Norte
Palmeirópolis;1715754;TO;17;7119;1737;Norte
Paraíso do Tocantins;1716109;TO;17;55164;1737;Norte
Paranã;1716208;TO;17;10854;1737;Norte
Pau D'Arco;1716307;TO;17;4085;1737;Norte
Pedro Afonso;1716505;TO;17;14731;1737;Norte
Peixe;1716604;TO;17;9438;1737;Norte
Pequizeiro;1716653;TO;17;5038;1737;Norte
Colméia;1716703;TO;17;9158;1737;Norte
Pindorama do Tocantins;1717008;TO;17;4596;1737;Norte
Piraquê;1717206;TO;17;2265;1737;Norte
Pium;1717503;TO;17;7375;1737;Norte
Ponte Alta do Bom Jesus;1717800;TO;17;4295;1737;Norte
Ponte Alta do Tocantins;1717909;TO;17;7842;1737;Norte
Porto Alegre do Tocantins;1718006;TO;17;2953;1737;Norte
Porto Nacional;1718204;TO;17;68555;1737;Norte
Praia Norte;1718303;TO;17;9460;1737;Norte
Presidente Kennedy;1718402;TO;17;3051;1737;Norte
Pugmil;1718451;TO;17;2231;1737;Norte
Recursolândia;1718501;TO;17;3471;1737;Norte
Riachinho;1718550;TO;17;4039;1737;Norte
Rio da Conceição;1718659;TO;17;1822;1737;Norte
Rio dos Bois;1718709;TO;17;2833;1737;Norte
Rio Sono;1718758;TO;17;4798;1737;Norte
Sampaio;1718808;TO;17;4372;1737;Norte
Sandolândia;1718840;TO;17;3873;1737;Norte
Santa Fé do Araguaia;1718865;TO;17;7489;1737;Norte
Santa Maria do Tocantins;1718881;TO;17;2726;1737;Norte
Santa Rita do Tocantins;1718899;TO;17;2291;1737;Norte
Santa Rosa do Tocantins;1718907;TO;17;4789;1737;Norte
Santa Tereza do Tocantins;1719004;TO;17;2889;1737;Norte
Santa Terezinha do Tocantins;1720002;TO;17;2463;1737;Norte
São Bento do Tocantins;1720101;TO;17;5936;1737;Norte
São Félix do Tocantins;1720150;TO;17;1875;1737;Norte
São Miguel do Tocantins;1720200;TO;17;13939;1737;Norte
São Salvador do Tocantins;1720259;TO;17;2385;1737;Norte
São Sebastião do Tocantins;1720309;TO;17;4189;1737;Norte
São Valério;1720499;TO;17;4547;1737;Norte
Silvanópolis;1720655;TO;17;5252;1737;Norte
Sítio Novo do Tocantins;1720804;TO;17;11334;1737;Norte
Sucupira;1720853;TO;17;1599;1737;Norte
Taguatinga;1720903;TO;17;14247;1737;Norte
Taipas do Tocantins;1720937;TO;17;2086;1737;Norte
Talismã;1720978;TO;17;2509;1737;Norte
Palmas;1721000;TO;17;323625;1737;Norte
Tocantínia;1721109;TO;17;7751;1737;Norte
Tocantinópolis;1721208;TO;17;23203;1737;Norte
Tupirama;1721257;TO;17;2003;1737;Norte
Tupiratins;1721307;TO;17;1897;1737;Norte
Wanderlândia;1722081;TO;17;10751;1737;Norte
Xambioá;1722107;TO;17;10683;1737;Norte
Açailândia;2100055;MA;21;110506;1077;Nordeste
Afonso Cunha;2100105;MA;21;6296;1077;Nordeste
Água Doce do Maranhão;2100154;MA;21;12446;1077;Nordeste
Alcântara;2100204;MA;21;18774;1077;Nordeste
Aldeias Altas;2100303;MA;21;23782;1077;Nordeste
Altamira do Maranhão;2100402;MA;21;6565;1077;Nordeste
Alto Alegre do Maranhão;2100436;MA;21;24543;1077;Nordeste
Alto Alegre do Pindaré;2100477;MA;21;26411;1077;Nordeste
Alto Parnaíba;2100501;MA;21;11382;1077;Nordeste
Amapá do Maranhão;2100550;MA;21;7364;1077;Nordeste
Amarante do Maranhão;2100600;MA;21;38333;1077;Nordeste
Anajatuba;2100709;MA;21;26221;1077;Nordeste
Anapurus;2100808;MA;21;14111;1077;Nordeste
Apicum-Açu;2100832;MA;21;17984;1077;Nordeste
Araguanã;2100873;MA;21;11347;1077;Nordeste
Araioses;2100907;MA;21;40278;1077;Nordeste
Arame;2100956;MA;21;26191;1077;Nordeste
Arari;2101004;MA;21;30521;1077;Nordeste
Axixá;2101103;MA;21;12079;1077;Nordeste
Bacabal;2101202;MA;21;107620;1077;Nordeste
Bacabeira;2101251;MA;21;17414;1077;Nordeste
Bacuri;2101301;MA;21;16610;1077;Nordeste
Bacurituba;2101350;MA;21;5374;1077;Nordeste
Balsas;2101400;MA;21;106094;1077;Nordeste
Barão de Grajaú;2101509;MA;21;19458;1077;Nordeste
Barra do Corda;2101608;MA;21;87672;1077;Nordeste
Barreirinhas;2101707;MA;21;67999;1077;Nordeste
Belágua;2101731;MA;21;8716;1077;Nordeste
Bela Vista do Maranhão;2101772;MA;21;12073;1077;Nordeste
Benedito Leite;2101806;MA;21;5597;1077;Nordeste
Bequimão;2101905;MA;21;19983;1077;Nordeste
Bernardo do Mearim;2101939;MA;21;5983;1077;Nordeste
Boa Vista do Gurupi;2101970;MA;21;7769;1077;Nordeste
Bom Jardim;2102002;MA;21;34035;1077;Nordeste
Bom Jesus das Selvas;2102036;MA;21;29588;1077;Nordeste
Bom Lugar;2102077;MA;21;12414;1077;Nordeste
Brejo;2102101;MA;21;35322;1077;Nordeste
Brejo de Areia;2102150;MA;21;9387;1077;Nordeste
Buriti;2102200;MA;21;30799;1077;Nordeste
Buriti Bravo;2102309;MA;21;22940;1077;Nordeste
Buriticupu;2102325;MA;21;56896;1077;Nordeste
Buritirana;2102358;MA;21;13157;1077;Nordeste
Cachoeira Grande;2102374;MA;21;10004;1077;Nordeste
Cajapió;2102408;MA;21;10342;1077;Nordeste
Cajari;2102507;MA;21;16711;1077;Nordeste
Campestre do Maranhão;2102556;MA;21;12553;1077;Nordeste
Cândido Mendes;2102606;MA;21;20413;1077;Nordeste
Cantanhede;2102705;MA;21;24976;1077;Nordeste
Capinzal do Norte;2102754;MA;21;11664;1077;Nordeste
Carolina;2102804;MA;21;24606;1077;Nordeste
Carutapera;2102903;MA;21;24855;1077;Nordeste
Caxias;2103000;MA;21;163428;1077;Nordeste
Cedral;2103109;MA;21;10444;1077;Nordeste
Central do Maranhão;2103125;MA;21;7233;1077;Nordeste
Centro do Guilherme;2103158;MA;21;12668;1077;Nordeste
Centro Novo do Maranhão;2103174;MA;21;16529;1077;Nordeste
Chapadinha;2103208;MA;21;84202;1077;Nordeste
Cidelândia;2103257;MA;21;13152;1077;Nordeste
Codó;2103307;MA;21;118295;1077;Nordeste
Coelho Neto;2103406;MA;21;42918;1077;Nordeste
Colinas;2103505;MA;21;41745;1077;Nordeste
